Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Chromosome,WikiPathways,Gene Symbol,KEGG Pathways,Reactome Pathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F1: 126, Sample","Abundances (Normalized): F1: 127N, Sample","Abundances (Normalized): F1: 127C, Sample","Abundances (Normalized): F1: 128N, Sample","Abundances (Normalized): F1: 128C, Sample","Abundances (Normalized): F1: 129N, Sample","Abundances (Normalized): F1: 129C, Sample","Abundances (Normalized): F1: 130N, Sample","Abundances (Normalized): F1: 130C, Sample","Abundances (Normalized): F1: 131, Sample","Abundance: F1: 126, Sample","Abundance: F1: 127N, Sample","Abundance: F1: 127C, Sample","Abundance: F1: 128N, Sample","Abundance: F1: 128C, Sample","Abundance: F1: 129N, Sample","Abundance: F1: 129C, Sample","Abundance: F1: 130N, Sample","Abundance: F1: 130C, Sample","Abundance: F1: 131, Sample","Found in Sample: [S1] F1: 126, Sample","Found in Sample: [S3] F1: 127C, Sample","Found in Sample: [S2] F1: 127N, Sample","Found in Sample: [S5] F1: 128C, Sample","Found in Sample: [S4] F1: 128N, Sample","Found in Sample: [S7] F1: 129C, Sample","Found in Sample: [S6] F1: 129N, Sample","Found in Sample: [S9] F1: 130C, Sample","Found in Sample: [S8] F1: 130N, Sample","Found in Sample: [S10] F1: 131, Sample",# Protein Groups,Modifications
FALSE,Medium,Master Protein,B8ZZW5,Late secretory pathway protein AVL9 homolog OS=Homo sapiens OX=9606 GN=AVL9 PE=1 SV=1,0.025,FALSE,1.473,1,1,1,1,630,69.8,6.04,1.86,1,,,,"Pf07792, Pf09794, Pf09804",,ENSG00000105778.18,7,,,,,0,0,116.5,133.7,154.6,115.1,138.3,184.6,144.7,138.6,94.4,108.6,111,133.7,134.9,100,88.9,68,41.8,34.5,15.9,16.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q3KR16,Pleckstrin homology domain-containing family G member 6 OS=Homo sapiens OX=9606 GN=PLEKHG6 PE=1 SV=3,0.025,FALSE,1.473,2,1,1,1,790,88.9,7.09,0,1,regulation of biological process,cytoplasm;cytoskeleton;membrane,enzyme regulator activity;protein binding,"Pf00169, Pf00621",55200,ENSG00000008323.15,12,,PLEKHG6,,,0,0,50,65.6,55.1,45.4,50.7,38.7,41.2,44,35.8,45,47.7,65.6,48.1,39.4,32.6,14.3,11.9,11,6,6.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q3ZCT1,Zinc finger protein 260 OS=Homo sapiens OX=9606 GN=ZNF260 PE=1 SV=3,0.025,FALSE,1.47,2,1,1,1,412,47.2,9.07,2.57,1,development;metabolic process;regulation of biological process,cytosol;nucleus,DNA binding;metal ion binding;protein binding,Pf13465,339324,ENSG00000254004.6,19,,ZNF260,,,0,0,410,97.4,63.3,509.2,133.2,69,205.9,179.9,601.4,258.4,390.7,97.4,55.3,442.5,85.7,25.4,59.5,44.8,101,38.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,H0YNJ4,Exocyst complex component 3-like protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=EXOC3L4 PE=1 SV=1,0.025,FALSE,1.469,3,1,1,1,212,23.8,10.39,1.75,1,transport,,,Pf06046,,ENSG00000205436.7,14,,,,,0,0,266.2,177.3,181.7,240.7,199.3,219,216.4,800.8,389.6,1226.8,253.7,177.3,158.6,209.2,128.1,80.7,62.5,199.4,65.5,182,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,J3KP26,Ankyrin repeat domain-containing protein 46 (Fragment) OS=Homo sapiens OX=9606 GN=ANKRD46 PE=1 SV=1,0.025,FALSE,1.462,8,1,1,1,195,21.7,5.97,0,1,,,protein binding,"Pf00023, Pf12796, Pf13606, Pf13637, Pf13857",,ENSG00000186106.11,8,,,,,0,0,173.6,199.6,201.2,208.5,266.2,478.2,240.1,350.3,301.9,237.1,165.5,199.6,175.6,181.2,171.1,176.3,69.3,87.2,50.7,35.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,O95302,Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens OX=9606 GN=FKBP9 PE=1 SV=2,0.025,FALSE,1.459,1,1,1,1,570,63,5.08,1.94,1,metabolic process,cytoplasm;endoplasmic reticulum,catalytic activity;metal ion binding,"Pf00254, Pf13499",11328,ENSG00000122642.10,7,,FKBP9,,Association of TriC/CCT with target proteins during biosynthesis,4,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,P0C869,Cytosolic phospholipase A2 beta OS=Homo sapiens OX=9606 GN=PLA2G4B PE=1 SV=2,0.025,FALSE,1.456,1,1,1,1,781,87.9,5.96,1.72,1,defense response;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;endosome;extracellular;membrane;mitochondrion,catalytic activity;metal ion binding;protein binding,"Pf00168, Pf01735",100137049; 8681,ENSG00000243708.10,15,,PLA2G4B; JMJD7-PLA2G4B,Vascular smooth muscle contraction; Glycerophospholipid metabolism; Linoleic acid metabolism; Platelet activation; MAPK signaling pathway; Fc gamma R-mediated phagocytosis; Ovarian steroidogenesis; Inflammatory mediator regulation of TRP channels; Ether lipid metabolism; Long-term depression; Arachidonic acid metabolism; GnRH signaling pathway; VEGF signaling pathway; Ras signaling pathway; Glutamatergic synapse; Serotonergic synapse; Metabolic pathways; alpha-Linolenic acid metabolism; Fc epsilon RI signaling pathway; Choline metabolism in cancer; Oxytocin signaling pathway; Phospholipase D signaling pathway,Synthesis of PA; Acyl chain remodelling of PG; Hydrolysis of LPC; XBP1(S) activates chaperone genes; Acyl chain remodelling of PS; Acyl chain remodelling of PE; Acyl chain remodelling of PC,36,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,E9PGG2,Anomalous homeobox protein OS=Homo sapiens OX=9606 GN=ANHX PE=2 SV=1,0.025,FALSE,1.455,4,1,1,1,379,41.7,5.38,0,1,regulation of biological process,nucleus,DNA binding,"Pf00046, Pf05920",647589,ENSG00000227059.6,12,,ANHX,,,0,0,149.7,148.5,132.4,144.2,132.8,105.1,135.2,142.8,97.9,102,142.6,148.5,115.6,125.3,85.4,38.7,39,35.5,16.4,15.1,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q9UBC3,DNA (cytosine-5)-methyltransferase 3B OS=Homo sapiens OX=9606 GN=DNMT3B PE=1 SV=1,0.025,FALSE,1.454,1,1,2,1,853,95.7,8.43,0,1,metabolic process;regulation of biological process;response to stimulus,cytoplasm;nucleus,catalytic activity;DNA binding;metal ion binding;protein binding,"Pf00145, Pf00855",1789,ENSG00000088305.18,20,One Carbon Metabolism; Trans-sulfuration and one carbon metabolism; Mesodermal Commitment Pathway; Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex,DNMT3B,Cysteine and methionine metabolism; MicroRNAs in cancer; Metabolic pathways,PRC2 methylates histones and DNA; DNA methylation; NoRC negatively regulates rRNA expression,13,0,181.3,185.8,198.3,265.7,182.7,235.1,93.1,76.5,104.7,106.2,172.8,185.8,173.1,230.9,117.4,86.7,26.9,19,17.6,15.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q13029,PR domain zinc finger protein 2 OS=Homo sapiens OX=9606 GN=PRDM2 PE=1 SV=3,0.025,FALSE,1.451,0,1,1,1,1718,188.8,7.31,2.53,1,cell organization and biogenesis;metabolic process;regulation of biological process,Golgi;nucleus,catalytic activity;DNA binding;metal ion binding;protein binding,"Pf00096, Pf00856, Pf13894",7799,ENSG00000116731.22,1,Histone Modifications,PRDM2,Lysine degradation,,2,0,462.5,543.4,330.6,387.7,249.5,139.3,215.1,256.9,167.7,255.6,440.7,543.4,288.5,336.9,160.4,51.4,62.1,64,28.2,37.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,O00458,Interferon-related developmental regulator 1 OS=Homo sapiens OX=9606 GN=IFRD1 PE=1 SV=4,0.026,FALSE,1.447,2,1,1,1,451,50.2,7.18,0,1,cell differentiation;development;regulation of biological process,cytoplasm;nucleus,,"Pf04836, Pf05004",3475,ENSG00000006652.13,7,Hypertrophy Model,IFRD1,,,1,0,67.9,74.2,59,57.7,39.6,73.8,52.5,86.2,298.5,48.4,64.7,74.2,51.5,50.1,25.4,27.2,15.1,21.5,50.2,7.2,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q9NRM7,Serine/threonine-protein kinase LATS2 OS=Homo sapiens OX=9606 GN=LATS2 PE=1 SV=2,0.026,FALSE,1.446,1,1,1,1,1088,120.1,8.21,2.46,1,cell division;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;nucleus,catalytic activity;metal ion binding;nucleotide binding;protein binding,"Pf00069, Pf00433, Pf01636, Pf07714, Pf14531",26524,ENSG00000150457.8,13,,LATS2,Hippo signaling pathway; Hippo signaling pathway -multiple species,Signaling by Hippo,4,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q9Y6H3,Mitochondrial inner membrane protease ATP23 homolog OS=Homo sapiens OX=9606 GN=ATP23 PE=1 SV=3,0.026,FALSE,1.445,2,1,1,1,246,28.1,8.03,2.75,1,metabolic process;response to stimulus,membrane,catalytic activity;metal ion binding,Pf09768,91419,ENSG00000166896.7; ENSG00000262145.5,12; CHR_HSCHR12_1_CTG2_1,,XRCC6BP1; ATP23,,,0,0,92.5,101.6,111,92.1,80.7,37.3,69,33.8,28,30,88.1,101.6,96.9,80,51.9,13.8,19.9,8.4,4.7,4.5,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q9BQI3,Eukaryotic translation initiation factor 2-alpha kinase 1 OS=Homo sapiens OX=9606 GN=EIF2AK1 PE=1 SV=2,0.026,FALSE,1.444,2,1,3,1,630,71.1,5.99,0,1,cell differentiation;defense response;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00069, Pf07714",27102,ENSG00000086232.12,7,Translation Factors,EIF2AK1,Herpes simplex infection; Epstein-Barr virus infection; Influenza A; Measles; Hepatitis C; Protein processing in endoplasmic reticulum,,7,0,930.1,894.2,901.5,649.9,718.6,735.1,868.4,766.3,576.6,510.8,886.3,894.2,786.9,564.7,462,271,250.8,190.8,96.9,75.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,J3KSU3,Coiled-coil domain-containing protein 178 (Fragment) OS=Homo sapiens OX=9606 GN=CCDC178 PE=4 SV=1,0.026,FALSE,1.439,2,1,1,1,364,43.2,9.33,2.31,1,,,,,,ENSG00000166960.16,18,,,,,0,0,156.8,183.3,162.5,183.7,211,223,277,421.5,363.6,539.3,149.4,183.3,141.9,159.7,135.7,82.2,80,104.9,61.1,80,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS2 PE=1 SV=2",0.026,FALSE,1.437,3,1,1,1,463,52.5,7.55,0,1,cell organization and biogenesis;metabolic process;response to stimulus;transport,membrane;mitochondrion;organelle lumen,catalytic activity;metal ion binding;nucleotide binding;protein binding,Pf00346,4720,ENSG00000158864.12,1,Electron Transport Chain; Oxidative phosphorylation,NDUFS2,Alzheimer's disease; Metabolic pathways; Huntington's disease; Oxidative phosphorylation; Parkinson's disease; Non-alcoholic fatty liver disease (NAFLD),Complex I biogenesis,13,0,248.9,234.9,222.8,210.6,167.2,128.9,108.6,130.8,126.1,119.3,237.2,234.9,194.5,183,107.5,47.5,31.4,32.6,21.2,17.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,H0Y3U6,Glypican-3 (Fragment) OS=Homo sapiens OX=9606 GN=GPC3 PE=1 SV=1,0.026,FALSE,1.432,3,1,2,1,256,29.1,6.86,2.56,1,,membrane,protein binding,Pf01153,,ENSG00000147257.13,X,,,,,0,0,155.8,180.8,144.4,123.6,200.5,215,164.7,110.6,78,49.4,148.4,180.8,126,107.4,128.9,79.3,47.6,27.5,13.1,7.3,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q7Z553,MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Homo sapiens OX=9606 GN=MDGA2 PE=1 SV=2,0.026,FALSE,1.432,1,1,1,1,956,107.4,7.2,0,1,cell differentiation;metabolic process,extracellular;membrane,protein binding,"Pf00047, Pf00629, Pf07679, Pf07686, Pf13895, Pf13927",161357,ENSG00000139915.18,14,,MDGA2,,Post-translational modification: synthesis of GPI-anchored proteins,3,0,155,175.8,139.2,189.6,182.8,200.6,153.7,216.5,167.9,214.3,147.7,175.8,121.5,164.8,117.5,74,44.4,53.9,28.2,31.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q86SQ0,Pleckstrin homology-like domain family B member 2 OS=Homo sapiens OX=9606 GN=PHLDB2 PE=1 SV=2,0.026,FALSE,1.431,1,1,1,1,1253,142.1,7.43,0,1,cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;Golgi;membrane,catalytic activity;motor activity;protein binding,"Pf00169, Pf01576, Pf02463, Pf03938, Pf04111, Pf04156, Pf05483, Pf05667, Pf09730, Pf09731, Pf12128, Pf13166, Pf13851, Pf13868, Pf14942, Pf14943, Pf14992",90102,ENSG00000144824.20,3,Regulation of Microtubule Cytoskeleton,PHLDB2,,,1,0,92.9,97.1,93.9,89.7,119,126.5,106.3,149.7,182.7,316.2,88.5,97.1,81.9,77.9,76.5,46.6,30.7,37.3,30.7,46.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q8IUQ4,E3 ubiquitin-protein ligase SIAH1 OS=Homo sapiens OX=9606 GN=SIAH1 PE=1 SV=2,0.026,FALSE,1.43,2,1,1,1,282,31.1,6.8,2.13,1,cell death;cell differentiation;cellular component movement;development;metabolic process;regulation of biological process,cytoplasm;cytosol;endosome;membrane;nucleus,catalytic activity;metal ion binding;protein binding,"Pf03145, Pf13923",6477,ENSG00000196470.11,16,Parkin-Ubiquitin Proteasomal System pathway,SIAH1,Wnt signaling pathway; p53 signaling pathway; Ubiquitin mediated proteolysis,Netrin-1 signaling; Antigen processing: Ubiquitination & Proteasome degradation; Amyloid fiber formation,13,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q6PCB5,Lysine-specific demethylase RSBN1L OS=Homo sapiens OX=9606 GN=RSBN1L PE=1 SV=2,0.026,FALSE,1.43,1,1,1,1,846,94.8,8.78,2.42,1,,nucleus,,,222194,ENSG00000187257.15,7,,RSBN1L,,,0,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,H0Y4E8,Serine/threonine-protein kinase SIK3 (Fragment) OS=Homo sapiens OX=9606 GN=SIK3 PE=1 SV=1,0.026,FALSE,1.43,1,1,1,1,1363,150,6.98,0,1,metabolic process,,catalytic activity;nucleotide binding,"Pf00069, Pf07714, Pf14531",,ENSG00000160584.15,11,,,,,0,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,P16885,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 OS=Homo sapiens OX=9606 GN=PLCG2 PE=1 SV=4",0.026,FALSE,1.429,1,1,1,1,1265,147.8,6.64,0,1,cell differentiation;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cytosol;membrane,catalytic activity;protein binding;signal transducer activity,"Pf00017, Pf00018, Pf00168, Pf00387, Pf00388, Pf07653, Pf09279, Pf14604",5336,ENSG00000197943.9,16,Leptin signaling pathway; Signaling Pathways in Glioblastoma; B Cell Receptor Signaling Pathway; Corticotropin-releasing hormone signaling pathway; Myometrial Relaxation and Contraction Pathways; Microglia Pathogen Phagocytosis Pathway; GPR40 PATHWAY,PLCG2,Pathways in cancer; Epithelial cell signaling in Helicobacter pylori infection; B cell receptor signaling pathway; Inflammatory mediator regulation of TRP channels; MicroRNAs in cancer; EGFR tyrosine kinase inhibitor resistance; Glioma; Calcium signaling pathway; Natural killer cell mediated cytotoxicity; Fc gamma R-mediated phagocytosis; Epstein-Barr virus infection; Leukocyte transendothelial migration; Osteoclast differentiation; AGE-RAGE signaling pathway in diabetic complications; VEGF signaling pathway; Vibrio cholerae infection; Phosphatidylinositol signaling system; Platelet activation; Neurotrophin signaling pathway; Fc epsilon RI signaling pathway; Thyroid hormone signaling pathway; Axon guidance; Phospholipase D signaling pathway; Proteoglycans in cancer; ErbB signaling pathway; Metabolic pathways; HIF-1 signaling pathway; Inositol phosphate metabolism; Non-small cell lung cancer; Ras signaling pathway; NF-kappa B signaling pathway,DAP12 signaling; FCERI mediated Ca+2 mobilization; Synthesis of IP3 and IP4 in the cytosol; Toll Like Receptor 4 (TLR4) Cascade; GPVI-mediated activation cascade; Dectin-2 family; Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; FCERI mediated MAPK activation; CLEC7A (Dectin-1) signaling; Role of phospholipids in phagocytosis,61,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q8NFI3,Cytosolic endo-beta-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=ENGASE PE=1 SV=1,0.026,FALSE,1.428,2,1,1,1,743,83.9,6.79,0,1,metabolic process,cytoplasm;cytosol;vacuole,catalytic activity,Pf03644,64772,ENSG00000167280.16,17,,ENGASE,Other glycan degradation,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,5,0,56.7,70.6,93.5,78.6,80.1,69.5,107.3,106.5,86,51.7,54,70.6,81.7,68.3,51.5,25.6,31,26.5,14.5,7.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q8IWY9,Codanin-1 OS=Homo sapiens OX=9606 GN=CDAN1 PE=1 SV=4,0.026,FALSE,1.423,0,1,1,1,1227,134,6.77,2.29,1,cell organization and biogenesis;regulation of biological process,cytoplasm;cytosol;membrane;nucleus,protein binding,Pf15296,146059,ENSG00000140326.12,15,,CDAN1,,,0,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q96RS0,Trimethylguanosine synthase OS=Homo sapiens OX=9606 GN=TGS1 PE=1 SV=3,0.026,FALSE,1.423,1,1,1,1,853,96.6,4.94,2.22,1,cell organization and biogenesis;metabolic process;regulation of biological process;transport,cytoplasm;cytosol;nucleus,catalytic activity;protein binding,"Pf00107, Pf01170, Pf02475, Pf03602, Pf04445, Pf06325, Pf08241, Pf08242, Pf09445, Pf12847, Pf13649, Pf13659, Pf13847",96764,ENSG00000137574.10,8,,TGS1,RNA transport,"Transcriptional regulation of white adipocyte differentiation; Activation of gene expression by SREBF (SREBP); YAP1- and WWTR1 (TAZ)-stimulated gene expression; Transcriptional activation of mitochondrial biogenesis; snRNP Assembly; RORA activates gene expression; PPARA activates gene expression; BMAL1:CLOCK,NPAS2 activates circadian gene expression; RUNX3 regulates YAP1-mediated transcription",25,0,162.3,181.5,128,191.7,165.3,79,73.7,106,72.2,51.6,154.7,181.5,111.8,166.6,106.3,29.1,21.3,26.4,12.1,7.7,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q99933,BAG family molecular chaperone regulator 1 OS=Homo sapiens OX=9606 GN=BAG1 PE=1 SV=4,0.026,FALSE,1.417,3,1,1,1,345,38.8,7.81,2.26,1,cell death;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;nucleus,enzyme regulator activity;nucleotide binding;protein binding;signal transducer activity,"Pf00240, Pf02179, Pf14560",573,,9,Androgen receptor signaling pathway,BAG1,Protein processing in endoplasmic reticulum,Regulation of HSF1-mediated heat shock response,6,0,252.9,275.6,307.7,253.3,279.8,290.3,241.4,244,161.9,172.8,241,275.6,268.6,220.1,179.9,107,69.7,60.7,27.2,25.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,H7C0P0,Centrosome-associated protein CEP250 (Fragment) OS=Homo sapiens OX=9606 GN=CEP250 PE=1 SV=1,0.026,FALSE,1.416,2,1,1,1,877,101.5,5.15,0,1,metabolic process;transport,,transporter activity,"Pf01496, Pf04111",,ENSG00000126001.15,20,Mesodermal Commitment Pathway,,,,1,0,283.6,316,315.2,197.1,127.4,131.1,96.5,139.8,106.5,125.3,270.2,316,275.2,171.2,81.9,48.3,27.9,34.8,17.9,18.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q9H4A6,Golgi phosphoprotein 3 OS=Homo sapiens OX=9606 GN=GOLPH3 PE=1 SV=1,0.026,FALSE,1.415,2,1,1,1,298,33.8,6.44,0,1,cell organization and biogenesis;cell proliferation;cellular component movement;metabolic process;regulation of biological process;transport,cytosol;endosome;Golgi;membrane;mitochondrion,protein binding,Pf05719,64083,ENSG00000113384.13,5,,GOLPH3,Transcriptional misregulation in cancer,,1,0,62.9,67.3,61,70.7,54.8,84.5,87.4,80.3,67.2,100.1,59.9,67.3,53.3,61.5,35.2,31.2,25.2,20,11.3,14.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q2M1Z3,Rho GTPase-activating protein 31 OS=Homo sapiens OX=9606 GN=ARHGAP31 PE=1 SV=2,0.026,FALSE,1.413,1,1,1,1,1444,156.9,5.76,0,1,regulation of biological process;response to stimulus,cytosol,enzyme regulator activity;protein binding,Pf00620,57514,ENSG00000031081.10,3,,ARHGAP31,,Rho GTPase cycle,3,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1,0.026,FALSE,1.405,2,1,1,1,381,43,5.35,2.01,1,cell organization and biogenesis;cell proliferation;coagulation;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,"Pf00027, Pf02197",5573,ENSG00000108946.14,17,miRs in Muscle Cell Differentiation; Mesodermal Commitment Pathway; Myometrial Relaxation and Contraction Pathways; G Protein Signaling Pathways; Calcium Regulation in the Cardiac Cell; Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,PRKAR1A,Insulin signaling pathway,Signaling by GPCR; PKA activation in glucagon signalling; PKA activation; DARPP-32 events; Glucagon-like Peptide-1 (GLP1) regulates insulin secretion; Hedgehog 'off' state; Vasopressin regulates renal water homeostasis via Aquaporins; Factors involved in megakaryocyte development and platelet production,33,0,176.2,166,111.6,143.2,117.1,80.6,96.4,155.1,171.2,150.8,167.9,166,97.4,124.4,75.3,29.7,27.8,38.6,28.8,22.4,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,A6NI56,Coiled-coil domain-containing protein 154 OS=Homo sapiens OX=9606 GN=CCDC154 PE=2 SV=5,0.027,FALSE,1.405,2,1,1,1,667,75.4,8.24,0,1,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q9P2Y5,UV radiation resistance-associated gene protein OS=Homo sapiens OX=9606 GN=UVRAG PE=1 SV=1,0.026,FALSE,1.404,1,1,1,1,699,78.1,8.29,2.12,1,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,chromosome;cytoplasm;endoplasmic reticulum;endosome;vacuole,protein binding,Pf10186,7405,ENSG00000198382.8,11,Nanoparticle triggered autophagic cell death; Senescence and Autophagy in Cancer,UVRAG,,Macroautophagy,4,0,241,281,308.2,228.3,280.9,336.6,321.5,668.7,228,341.2,229.7,281,269.1,198.4,180.5,124.1,92.8,166.5,38.3,50.6,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q9BXW6,Oxysterol-binding protein-related protein 1 OS=Homo sapiens OX=9606 GN=OSBPL1A PE=1 SV=2,0.026,FALSE,1.403,1,1,1,1,950,108.4,6.38,0,1,metabolic process;transport,cytosol;endosome,protein binding;transporter activity,"Pf00023, Pf00169, Pf01237, Pf12796, Pf13606, Pf13637, Pf13857",114876,ENSG00000141447.17,18,,OSBPL1A,,Synthesis of bile acids and bile salts; MHC class II antigen presentation,8,0,73.5,61.4,65.8,90.3,106,106,181.7,142.6,177.4,161,70,61.4,57.4,78.4,68.1,39.1,52.5,35.5,29.8,23.9,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,H3BR83,"Nuclear factor of-activated T-cells, cytoplasmic 3 (Fragment) OS=Homo sapiens OX=9606 GN=NFATC3 PE=1 SV=1",0.026,FALSE,1.403,1,1,1,1,1053,113.9,6.55,2.03,1,regulation of biological process,cytosol,DNA binding,Pf00554,,ENSG00000072736.18,16,Initiation of transcription and translation elongation at the HIV-1 LTR,,,,1,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,H0YGW8,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (Fragment) OS=Homo sapiens OX=9606 GN=DUS1L PE=1 SV=2,0.026,FALSE,1.402,4,1,1,1,298,33.7,8.91,0,1,metabolic process,,catalytic activity;nucleotide binding,"Pf00977, Pf01207, Pf02581",,ENSG00000169718.17,17,,,,,0,0,120.3,101.3,128.5,110.9,153.2,126.2,221.3,204,325.2,214.1,114.7,101.3,112.2,96.4,98.5,46.5,63.9,50.8,54.6,31.8,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,Q07283,Trichohyalin OS=Homo sapiens OX=9606 GN=TCHH PE=1 SV=2,0.026,FALSE,1.399,0,1,1,1,1943,253.8,5.78,3.32,1,cell death,cytoskeleton;cytosol,metal ion binding,Pf01023,7062,ENSG00000159450.12,1,,TCHH,,Formation of the cornified envelope,3,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,U3KQM1,Cyclic nucleotide-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CNBD2 PE=1 SV=1,0.026,FALSE,1.395,11,1,1,1,144,17.5,9.42,2,1,,,,,,ENSG00000149646.12,20,,,,,0,0,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,H7C0V0,"m-AAA protease-interacting protein 1, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MAIP1 PE=1 SV=1",0.027,FALSE,1.394,4,1,1,1,225,25.1,9.07,2.83,1,,,,,,ENSG00000162972.10,2,,,,,0,0,252.7,207.7,196.4,252.3,219.2,215.7,227.3,267.3,339.6,331.6,240.8,207.7,171.4,219.3,140.9,79.5,65.6,66.5,57.1,49.2,High,High,High,High,High,High,High,High,High,High,1,
