Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64,TotalExpt
O00522,Krev interaction trapped protein 1 OS=Homo sapiens GN=KRIT1 PE=1 SV=2,KRIT1,1,1,736,84.294,8.41,1,0.996323677,0.809283815,0.659059422,0.554537994,0.445822416,0.251895202,0.231001651,0.177145646,0.10345867,0.127485553,1
O60336,Mitogen-activated protein kinase-binding protein 1 OS=Homo sapiens GN=MAPKBP1 PE=2 SV=4,MAPKBP1,1,1,1514,163.716,6.76,1,0.996323677,0.933845771,0.488284534,0.37433099,0.274526971,0.138814835,0.053268882,0.03600549,0.053888696,0.043191432,1
E5RFY4,Centrosomal protein CEP57L1 OS=Homo sapiens GN=CEP57L1 PE=4 SV=1,CEP57L1,1,1,477,55.37,8.54,1,0.996323677,1.009321673,0.876449232,0.856646335,0.748230238,0.25188102,0.181405535,0.242079751,0.121166973,0.070664042,1
Q8WWW8,Isoform 2 of GRB2-associated-binding protein 3 OS=Homo sapiens GN=GAB3,GAB3,1,1,587,65.619,7.23,1,0.996323677,1.106216795,0.811990547,0.9511112,0.9071348,0.455264697,0.30749256,0.215589369,0.147793198,0.107870808,1
Q9UBD6,Ammonium transporter Rh type C OS=Homo sapiens GN=RHCG PE=1 SV=1,RHCG,1,1,479,53.144,6.39,1,0.996323677,1.205857577,1.285571905,0.963269346,1.164862,0.661193838,0.361464562,0.356518115,0.271929304,0.363409066,1
Q86YV0,RAS protein activator like-3 OS=Homo sapiens GN=RASAL3 PE=1 SV=2,RASAL3,1,1,1011,111.829,8.75,1,0.996323677,0.908860665,0.74279073,0.697475256,0.583398194,0.282469382,0.210604798,0.162542116,0.169110997,0.188444404,1
F8WAB8,S-adenosylmethionine mitochondrial carrier protein OS=Homo sapiens GN=SLC25A26 PE=3 SV=1,SLC25A26,1,1,274,29.335,9.35,1,0.996323677,0.939644771,0.893295405,0.943561454,0.796579783,0.30059692,0.249839709,0.222468419,0.098088736,0.099302884,1
Q12882,Dihydropyrimidine dehydrogenase [NADP(+)] OS=Homo sapiens GN=DPYD PE=1 SV=2,DPYD,1,1,1025,111.329,7.05,1,0.996323677,0.902599297,1.34539308,0.947131117,0.687431927,0.622106455,0.421501055,0.207002437,0.124269219,0.073492654,1
P53007,"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2",SLC25A1,2,2,311,33.991,9.89,1,0.996323677,0.843531018,0.811658443,1.128103245,1.483347286,0.5515902,0.392766932,0.239896414,0.244669228,0.196196613,1
Q6ZWH5,Isoform 6 of Serine/threonine-protein kinase Nek10 OS=Homo sapiens GN=NEK10,NEK10,1,1,474,53.042,5.63,1,0.996323677,1.173840517,1.392407578,1.257943369,1.105102182,0.80912145,0.890850965,0.49240961,0.197141141,0.140980429,1
Q5BN46,UPF0691 protein C9orf116 OS=Homo sapiens GN=C9orf116 PE=2 SV=1,C9orf116,1,1,136,15.25,8.81,1,0.996323677,0.839817976,1.043138075,0.90492159,0.612924074,0.158282021,0.080816451,0.054964726,0.07174317,0.057933694,1
O95873,Uncharacterized protein C6orf47 OS=Homo sapiens GN=C6orf47 PE=1 SV=2,C6orf47,1,2,294,31.69,6.37,1,0.996323677,1.021195376,0.921922792,0.876618945,0.60680895,0.238175707,0.093520651,0.094604723,0.124776323,0.141981368,1
Q9Y6N5,"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens GN=SQRDL PE=1 SV=1",SQRDL,1,1,450,49.929,9.11,1,0.996323677,0.914005736,0.773819381,0.908330833,1.071384629,0.304198368,0.162214008,0.115583408,0.089552208,0.070775751,1
Q9UI33,Sodium channel protein type 11 subunit alpha OS=Homo sapiens GN=SCN11A PE=1 SV=2,SCN11A,1,1,1791,204.788,7.99,1,0.996323677,1.037827832,1.238358889,1.107873576,0.978191356,1.057576429,0.61662455,0.076527082,0.038596354,0.020197647,1
Q6IPW1,Uncharacterized protein C11orf71 OS=Homo sapiens GN=C11orf71 PE=2 SV=2,C11orf71,1,1,123,13.241,11.74,1,0.996323677,0.765160993,0.522987282,0.743470076,0.793816865,0.710901292,0.407358974,0.317531923,0.08725323,0.119365617,1
O60669,Monocarboxylate transporter 2 OS=Homo sapiens GN=SLC16A7 PE=2 SV=2,SLC16A7,1,2,478,52.166,9.31,1,0.996323677,0.970530417,0.896234769,0.977032247,0.932080469,0.633285029,0.531429288,0.371377304,0.12636698,0.131629119,1
Q9ULQ1,Isoform 3 of Two pore calcium channel protein 1 OS=Homo sapiens GN=TPCN1,TPCN1,1,1,888,101.73,7.15,1,0.996323677,1.157528424,1.236088071,1.303047171,1.069189624,1.120996337,1.025265982,0.812278826,0.433307543,0.262801859,1
Q9H156,SLIT and NTRK-like protein 2 OS=Homo sapiens GN=SLITRK2 PE=1 SV=1,SLITRK2,1,1,845,95.344,7.77,1,0.996323677,1.104537736,0.990622167,1.051367733,0.902998694,0.808828106,0.867304519,0.585286175,0.471791071,0.303792198,1
O14931,Natural cytotoxicity triggering receptor 3 OS=Homo sapiens GN=NCR3 PE=1 SV=1,NCR3,1,1,201,21.579,8.9,1,0.996323677,0.972241511,0.938868864,0.857148551,0.634600897,0.61666383,0.587572122,0.160678445,0.388308581,0.091796792,1
O75346,Zinc finger protein 253 OS=Homo sapiens GN=ZNF253 PE=2 SV=2,ZNF253,1,1,499,57.565,9.16,1,0.996323677,1.042193313,0.975124566,1.057401934,1.255642201,0.883849097,0.828914584,0.694607715,0.367406781,0.542595569,1
P10745,Retinol-binding protein 3 OS=Homo sapiens GN=RBP3 PE=1 SV=2,RBP3,1,1,1247,135.278,5.11,1,0.996323677,1.035298427,1.027386049,0.935741421,0.795359477,0.876354929,0.872909635,1.195854837,0.834764226,0.7564743,1
A6NHU9,SH3 and multiple ankyrin repeat domains protein 2 OS=Homo sapiens GN=SHANK2 PE=4 SV=3,SHANK2,1,1,1850,201.214,6.86,1,0.996323677,1.071815685,1.171939624,0.870585935,0.738008305,0.499765661,0.364538733,0.408080706,0.150893921,0.125774483,1
Q86SQ0,Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2,PHLDB2,1,1,1253,142.07,7.43,1,0.996323677,0.687752207,0.888036564,0.968661823,0.866556017,0.212322824,0.225613217,0.074970873,0.158323585,0.109580126,1
O75578,Integrin alpha-10 OS=Homo sapiens GN=ITGA10 PE=2 SV=2,ITGA10,1,1,1167,127.522,6.68,1,0.996323677,1.019073397,0.939276839,0.974408196,0.855242933,0.645081265,0.397488586,0.310886147,0.28877786,0.237973246,1
P20908,Collagen alpha-1(V) chain OS=Homo sapiens GN=COL5A1 PE=1 SV=3,COL5A1,2,2,1838,183.447,5.06,2,0.996323677,0.900054124,0.8233705,0.831319039,0.692946044,0.62957096,0.604950564,0.344575029,0.307435117,0.22160684,1
Q6ZNA1,Zinc finger protein 836 OS=Homo sapiens GN=ZNF836 PE=2 SV=2,ZNF836,1,1,936,107.647,9.22,1,0.996323677,1.037669006,0.860070659,1.094333425,1.237835024,0.776817077,0.762589971,0.557577188,0.522132874,0.226546794,1
P29322,Ephrin type-A receptor 8 OS=Homo sapiens GN=EPHA8 PE=1 SV=2,EPHA8,3,4,1005,110.932,8.06,2,0.996323677,1.016993529,0.813929484,0.902027311,0.549540452,0.370799329,0.331461276,0.329299102,0.327926506,0.323784373,2
Q9BXM7,"Serine/threonine-protein kinase PINK1, mitochondrial OS=Homo sapiens GN=PINK1 PE=1 SV=1",PINK1,1,1,581,62.729,9.26,1,0.996323677,0.902142587,0.952350662,0.987985253,0.725285276,0.365278675,0.257929136,0.155034331,0.108300804,0.116975558,1
I3L4J6,Zinc finger protein 232 OS=Homo sapiens GN=ZNF232 PE=4 SV=1,ZNF232,2,6,435,49.548,6.64,2,0.996323677,0.930882099,1.045038578,0.989216377,0.847806051,0.626397062,0.499657697,0.354365038,0.240785149,0.355567013,2
Q9Y253,DNA polymerase eta OS=Homo sapiens GN=POLH PE=1 SV=1,POLH,1,1,713,78.364,8.44,1,0.996323677,0.9003297,0.633880413,0.756204489,1.04655889,0.196175706,0.121194769,0.122939021,0.160961191,0.157548274,1
A6NDS4,TBC1 domain family member 3B OS=Homo sapiens GN=TBC1D3B PE=2 SV=1,TBC1D3B,1,1,549,62.275,9.06,1,0.996323677,0.901385594,0.838198102,1.079082909,0.91288671,0.795129556,0.44214701,0.759724501,0.466501457,0.398001723,1
Q9ULM0,Pleckstrin homology domain-containing family H member 1 OS=Homo sapiens GN=PLEKHH1 PE=2 SV=2,PLEKHH1,1,3,1364,151.137,7.94,1,0.996323677,0.99025994,1.075075459,0.356809292,0.387428346,0.342408587,0.350589786,0.136802461,0.174824631,0.171411714,1
Q9UJH8,Meteorin OS=Homo sapiens GN=METRN PE=2 SV=2,METRN,1,1,293,31.187,8.09,1,0.996323677,1.105914915,0.591128352,0.542644719,0.222632301,0.239486116,0.152047541,0.077862974,0.120213898,0.112472227,1
Q16647,Prostacyclin synthase OS=Homo sapiens GN=PTGIS PE=1 SV=1,PTGIS,1,2,500,57.068,7.31,1,0.996323677,0.87265363,1.017234293,0.782862385,0.948659622,0.752857602,0.628482283,0.567537832,0.262833557,0.589910463,1
F8WEF1,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=4 SV=1",UQCRC1,1,1,68,6.968,11.63,1,0.996323677,1.239002406,0.844948736,0.968612872,0.379091016,0.664621241,0.509298849,0.554613181,0.500716035,0.329231577,1
O43511,Pendrin OS=Homo sapiens GN=SLC26A4 PE=1 SV=1,SLC26A4,3,3,780,85.669,6.39,2,0.996323677,0.909129247,0.934730069,1.020237631,1.207716496,0.687476062,0.552088282,0.450895771,0.382860704,0.215067647,2
Q96QV1,Hedgehog-interacting protein OS=Homo sapiens GN=HHIP PE=1 SV=3,HHIP,1,1,700,78.8,7.9,1,0.996323677,0.776108264,0.541603828,0.777545315,0.798504733,0.472802404,0.267528313,0.22226624,0.31465056,0.440134735,1
Q9Y6N9,Isoform 5 of Harmonin OS=Homo sapiens GN=USH1C,USH1C,1,1,899,101.281,7.5,1,0.996323677,0.925942285,1.45130979,1.083304291,1.00757578,1.135741852,1.173687662,1.075820167,0.707719926,0.447918921,1
K7ELG8,Putative Polycomb group protein ASXL3 OS=Homo sapiens GN=ASXL3 PE=4 SV=1,ASXL3,1,1,61,7.116,9.91,1,0.996323677,1.15745831,1.120068187,1.084468445,1.200116733,0.418563284,0.317582289,0.134983073,0.16802942,0.164616503,1
Q9UBC1,NF-kappa-B inhibitor-like protein 1 OS=Homo sapiens GN=NFKBIL1 PE=1 SV=1,NFKBIL1,1,1,381,43.177,7.3,1,0.996323677,0.936816076,0.869021406,0.936656301,0.872873542,0.443410117,0.263330494,0.188166657,0.145789847,0.18710666,1
P51797,Chloride transport protein 6 OS=Homo sapiens GN=CLCN6 PE=1 SV=2,CLCN6,1,1,869,97.225,6.81,1,0.996323677,1.032429144,0.837034143,0.755032165,0.922632203,0.656823858,0.421383458,0.623704393,0.560410529,0.639018091,1
Q9UKT7,F-box/LRR-repeat protein 3 OS=Homo sapiens GN=FBXL3 PE=1 SV=1,FBXL3,1,1,428,48.676,6.89,1,0.996323677,0.885723008,0.690071949,0.792894685,0.673001809,0.396092433,0.240104276,0.190592675,0.077277283,0.05622995,1
P02818,Osteocalcin OS=Homo sapiens GN=BGLAP PE=1 SV=2,BGLAP,1,1,100,10.956,7.09,1,0.996323677,1.973158199,1.630075916,1.007076793,1.394666832,0.491069102,0.889164441,0.739941034,0.469959089,0.530404773,1
P28698,Myeloid zinc finger 1 OS=Homo sapiens GN=MZF1 PE=1 SV=3,MZF1,2,4,734,82.004,8.19,1,0.996323677,0.936201024,0.794866073,0.779482699,0.662918675,0.336843025,0.314448971,0.208343132,0.104712748,0.059931947,1
Q8NGX1,Olfactory receptor 2T34 OS=Homo sapiens GN=OR2T34 PE=2 SV=1,OR2T34,1,1,318,35.656,8.35,1,0.996323677,1.065753845,0.788448783,0.962224484,0.833146197,0.226357392,0.141512583,0.108158533,0.09765356,0.086471635,1
Q9UKL4,Gap junction delta-2 protein OS=Homo sapiens GN=GJD2 PE=2 SV=1,GJD2,2,4,321,36.07,8.68,3,0.996323677,0.834911931,0.966510972,0.939390103,1.267768991,0.716049659,0.552630922,0.690956457,0.786838208,0.413893855,2
Q86Y38,Xylosyltransferase 1 OS=Homo sapiens GN=XYLT1 PE=1 SV=1,XYLT1,2,2,959,107.501,9.22,2,0.996323677,1.448506937,1.104315593,0.837653516,0.458956724,0.212653614,0.107747996,0.184278766,0.14440809,0.159236321,1
O43184,Disintegrin and metalloproteinase domain-containing protein 12 OS=Homo sapiens GN=ADAM12 PE=1 SV=3,ADAM12,1,1,909,99.477,8.4,1,0.996323677,0.801211281,0.457216063,0.497515557,0.316109833,0.105931898,0.029680925,-0.007526764,0.033195299,0.021602668,1
Q8N157,Jouberin OS=Homo sapiens GN=AHI1 PE=1 SV=1,AHI1,1,1,1196,137.029,7.12,1,0.996323677,0.99418631,1.559927137,1.064316017,0.786986095,0.864019574,0.839451085,0.557316836,0.179320917,0.124844722,1
Q9NQ11,Probable cation-transporting ATPase 13A2 OS=Homo sapiens GN=ATP13A2 PE=1 SV=2,ATP13A2,1,1,1180,128.711,8.12,1,0.996323677,0.859225038,0.851126593,0.814849882,0.685340702,0.541486691,0.327438719,0.194975202,0.185236241,0.160853933,1
B3KMY6,Pecanex-like protein 4 OS=Homo sapiens GN=PCNXL4 PE=2 SV=1,PCNXL4,1,1,298,34.383,4.84,1,0.996323677,0.946612846,1.080989998,0.928584054,0.803447156,0.842707179,0.885344223,0.772651124,0.616951916,0.506271427,1
Q9BWT7,Caspase recruitment domain-containing protein 10 OS=Homo sapiens GN=CARD10 PE=2 SV=2,CARD10,1,1,1032,115.859,5.95,1,0.996323677,0.98515868,0.9777868,1.019554157,0.928650216,1.016971711,1.261065282,1.164315111,0.589063908,0.371695115,1
Q8N1T3,Unconventional myosin-Ih OS=Homo sapiens GN=MYO1H PE=2 SV=2,MYO1H,1,1,1032,118.962,9.09,1,0.996323677,1.033738571,0.950581938,0.748745815,0.659171436,0.391722478,0.247415438,0.221019629,0.146764086,0.088170627,1
Q9Y2H6,Fibronectin type-III domain-containing protein 3A OS=Homo sapiens GN=FNDC3A PE=1 SV=4,FNDC3A,1,1,1198,131.767,6.71,1,0.996323677,0.911454444,0.71673943,0.907035847,0.878188568,0.588668771,0.401015043,0.344328475,0.412465595,0.544706021,1
P05230,Fibroblast growth factor 1 OS=Homo sapiens GN=FGF1 PE=1 SV=1,FGF1,1,1,155,17.449,7.02,1,0.996323677,0.711694074,0.455523135,0.853333106,0.78175322,0.45088645,0.259451535,0.096183617,0.103826075,0.068443719,1
H7BZ08,Coiled-coil domain-containing protein 138 OS=Homo sapiens GN=CCDC138 PE=4 SV=1,CCDC138,1,2,104,11.731,8.57,2,0.996323677,1.201752823,1.096681729,1.145627833,0.996933889,1.272554686,1.133802178,1.154797726,0.598431388,0.466373705,1
Q8NBB4,Zinc finger and SCAN domain-containing protein 1 OS=Homo sapiens GN=ZSCAN1 PE=2 SV=2,ZSCAN1,1,1,408,45.258,8.54,1,0.996323677,0.938706567,1.069993969,0.907325588,1.012905475,0.928949158,0.797487509,0.686769511,0.546136619,0.478094891,1
B1AKI9,Isthmin-1 OS=Homo sapiens GN=ISM1 PE=2 SV=2,ISM1,1,2,464,52.074,5.41,1,0.996323677,0.740487856,0.692915707,1.253555884,0.839422354,0.672056939,0.136705154,0.303851042,0.16655156,0.12681232,1
Q5VZ18,SH2 domain-containing adapter protein E OS=Homo sapiens GN=SHE PE=2 SV=1,SHE,1,1,495,53.917,9.16,1,0.996323677,0.96671785,0.855638725,0.93193855,0.99383857,0.647959587,0.551817523,0.460578833,0.341982383,0.251670157,1
Q96SK3,Zinc finger protein 607 OS=Homo sapiens GN=ZNF607 PE=2 SV=3,ZNF607,1,1,696,80.454,8.6,1,0.996323677,1.262628748,1.125520532,1.302871327,1.049310609,0.979966266,0.783936087,0.144487997,0.181278246,0.11439888,1
Q9NS23,Ras association domain-containing protein 1 OS=Homo sapiens GN=RASSF1 PE=1 SV=1,RASSF1,1,1,344,39.194,8.97,1,0.996323677,1.045326132,0.960472444,0.925624001,0.906999176,0.696048993,0.602514305,0.470191727,0.219853012,0.130361716,1
Q6ZNH5,Zinc finger protein 497 OS=Homo sapiens GN=ZNF497 PE=2 SV=2,ZNF497,1,1,498,54.686,8.94,1,0.996323677,0.995812059,1.23129054,1.349929742,0.846085985,0.777489437,0.174692627,0.184593422,0.129102086,0.17718472,1
P40933,Isoform IL15-S21AA of Interleukin-15 OS=Homo sapiens GN=IL15,IL15,1,1,135,14.902,4.58,1,0.996323677,1.247651536,1.053239964,1.245558839,1.336295228,0.821746985,0.581737656,0.415903481,0.270300969,0.191324614,1
C9JRZ6,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial OS=Homo sapiens GN=CHCHD3 PE=4 SV=1",CHCHD3,1,1,232,26.678,8.47,1,0.996323677,0.942685732,0.772787722,0.856750553,0.708055425,0.547677458,0.621524737,0.553047295,0.373223394,0.301567858,1
Q14CM0,FERM and PDZ domain-containing protein 4 OS=Homo sapiens GN=FRMPD4 PE=1 SV=1,FRMPD4,1,1,1322,144.289,5.25,1,0.996323677,0.93656435,1.023719888,0.923404174,0.7624758,0.995273603,0.963811938,0.698178093,0.302042065,0.272697597,1
Q68DY1,Zinc finger protein 626 OS=Homo sapiens GN=ZNF626 PE=2 SV=2,ZNF626,2,3,528,60.853,9.1,1,0.996323677,0.902684732,0.851362681,0.811983558,0.772959588,0.850382535,0.66683697,0.698903813,0.241499793,0.244658604,1
A7XYQ1,Sine oculis-binding protein homolog OS=Homo sapiens GN=SOBP PE=1 SV=2,SOBP,1,3,873,92.598,7.68,1,0.996323677,1.090517443,1.116104115,0.767163982,0.816392603,1.207786684,1.351642538,1.315635504,0.992051377,0.792652806,1
Q5VZ46,Uncharacterized protein KIAA1614 OS=Homo sapiens GN=KIAA1614 PE=2 SV=3,KIAA1614,1,1,1190,126.527,8.82,1,0.996323677,0.924112636,0.635817552,0.901777308,0.802046501,0.215502813,0.448223974,0.169554991,0.059015399,0.199030904,1
Q96M98,Parkin coregulated gene protein OS=Homo sapiens GN=PACRG PE=1 SV=2,PACRG,1,1,296,33.32,8.21,1,0.996323677,0.806961626,1.057537217,0.817634015,0.656295996,0.58712515,0.122558004,0.073045597,0.069228022,0.071456182,1
Q96JQ2,Calmin OS=Homo sapiens GN=CLMN PE=1 SV=1,CLMN,1,1,1002,111.582,4.94,1,0.996323677,0.968207637,0.885103857,1.031181526,0.591552402,0.755370039,0.806714287,0.586154564,0.523159474,0.180412432,1
P04053,DNA nucleotidylexotransferase OS=Homo sapiens GN=DNTT PE=1 SV=3,DNTT,1,1,509,58.499,8.43,1,0.996323677,1.125793283,0.712937397,0.974477714,0.481437687,0.611323653,0.576744576,0.284877154,0.15113667,0.147723753,1
Q9HAH1,Zinc finger protein 556 OS=Homo sapiens GN=ZNF556 PE=2 SV=1,ZNF556,1,1,456,51.548,9.91,1,0.996323677,0.894581929,0.806688366,0.615771504,0.417503592,0.251118603,0.204198046,0.134161894,0.06949782,0.127011521,1
Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1 OS=Homo sapiens GN=NOD1 PE=1 SV=1,NOD1,1,1,953,107.622,7.11,1,0.996323677,0.881511947,1.412024581,1.089945736,1.130383291,1.786896656,1.77338149,2.306016224,1.432140724,1.041002734,1
A6QL63,Ankyrin repeat and BTB/POZ domain-containing protein BTBD11 OS=Homo sapiens GN=BTBD11 PE=2 SV=3,BTBD11,1,1,1104,120.807,6.83,1,0.996323677,0.782583757,0.797705409,0.743581619,0.800528921,0.399191171,0.357158868,0.179775258,0.227719136,0.175168086,1
Q96GR2,Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Homo sapiens GN=ACSBG1 PE=1 SV=2,ACSBG1,1,2,724,81.238,6.02,1,0.996323677,0.906273546,0.848855592,0.948370499,0.982212121,0.721484629,0.772537109,0.588151535,0.445799224,0.376091351,1
Q8N184,Zinc finger protein 567 OS=Homo sapiens GN=ZNF567 PE=2 SV=3,ZNF567,1,1,647,75.116,9.13,1,0.996323677,0.829891842,1.116050489,0.836343428,0.919021802,0.749603111,0.905342446,0.53430177,0.344222413,0.114406871,1
Q6ZMP0,Isoform 3 of Thrombospondin type-1 domain-containing protein 4 OS=Homo sapiens GN=THSD4,THSD4,1,1,219,24.231,9.38,1,0.996323677,1.225936431,1.249504064,1.197409675,0.749745857,0.392386742,0.327969303,0.193696816,0.41577072,0.174055002,1
A2VEC9,SCO-spondin OS=Homo sapiens GN=SSPO PE=2 SV=1,SSPO,1,1,5147,547.133,6.02,1,0.996323677,0.98678919,1.096705968,1.117669996,1.132288589,0.720908752,0.480987985,0.435489635,0.416532945,0.369707414,1
Q14643,"Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens GN=ITPR1 PE=1 SV=2",ITPR1,1,1,2758,313.745,6.04,1,0.996323677,1.200204592,1.226604656,1.145209666,0.959415202,1.098379521,1.232851802,1.1276241,0.81439825,0.642877355,1
Q92830,Histone acetyltransferase KAT2A OS=Homo sapiens GN=KAT2A PE=1 SV=3,KAT2A,1,1,837,93.866,9.04,1,0.996323677,0.934960295,0.787565373,0.878419262,0.879627728,0.529493245,0.332868665,0.246826527,0.290348088,0.292496859,1
B7Z2F4,T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=2 SV=1,CCT4,17,232,389,42.273,7.61,1,0.996323677,0.958000112,1.063165248,0.992944333,0.697298836,0.61942643,0.351921399,0.176098639,0.101122902,0.076379723,1
B4DT31,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=2 SV=1,FUBP1,19,201,665,69.821,7.36,1,0.996323677,1.082182136,1.098719508,1.050639141,1.054941276,0.798315737,0.459954704,0.386600838,0.335312586,0.23729038,1
P51610,Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2,HCFC1,30,116,2035,208.602,7.46,1,0.996323677,1.260194157,0.91800243,0.967777721,0.565931109,0.508591324,0.427837069,0.331170785,0.086151936,0.358781551,1
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=4,TPP2,32,102,1249,138.263,6.32,42,0.996323677,1.124234451,0.942351397,0.866724092,0.766969377,0.45984616,0.288101009,0.118081932,0.067183815,0.064529899,1
F8VV59,Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=2 SV=1,NAP1L1,7,59,327,38.005,4.68,7,0.996323677,0.839523164,1.06425669,1.021604451,0.825988959,0.713634023,0.429188938,0.193206887,0.089824326,0.089585785,1
G8JLA2,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=4 SV=1,MYL6,7,51,152,17.078,4.55,11,0.996323677,0.982901266,1.020410866,0.971888936,0.725924656,0.598366357,0.369126851,0.336867159,0.272075633,0.277830841,1
B4DJ62,"HCG2002594, isoform CRA_a OS=Homo sapiens GN=SEPT5 PE=2 SV=1",SEPT5,10,51,322,37.383,6.09,20,0.996323677,1.032283029,0.976767742,0.917270767,0.912906901,0.571059503,0.258949865,0.110368426,0.070723172,0.051799296,1
Q9BQ87,F-box-like/WD repeat-containing protein TBL1Y OS=Homo sapiens GN=TBL1Y PE=2 SV=1,TBL1Y,7,24,522,56.652,5.62,5,0.996323677,0.945776,1.010072413,0.977480284,0.969787802,0.655586741,0.488648447,0.220815649,0.063966141,0.079648858,1
G3V4X5,Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=2 SV=1,PSMA3,4,25,180,20.275,5.1,1,0.996323677,0.843540882,1.124628097,1.089239117,0.876102828,0.849033122,0.728237493,0.602602373,0.429469117,0.460193944,1
J3KQ18,D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=2 SV=1,DDT,2,12,132,14.184,7.3,4,0.996323677,1.058844897,1.042500286,1.023017594,0.993961347,0.890538683,0.69073124,0.566173531,0.45502958,0.407998696,1
B1ANH6,Guanylate kinase OS=Homo sapiens GN=GUK1 PE=2 SV=1,GUK1,9,20,242,26.263,8.92,8,0.996323677,0.99149288,0.704837754,0.394583991,0.158978159,0.160812713,0.091845833,0.057526967,0.046809195,0.040759471,2
Q8IWS0,Isoform 2 of PHD finger protein 6 OS=Homo sapiens GN=PHF6,PHF6,3,11,312,35.306,9.04,5,0.996323677,1.061088663,0.978186222,0.887149087,0.367816812,0.185638001,0.145363142,0.133570702,0.115557043,0.060498632,1
P07197,Neurofilament medium polypeptide OS=Homo sapiens GN=NEFM PE=1 SV=3,NEFM,2,10,916,102.411,4.91,1,0.996323677,0.849560064,0.906208103,0.92008413,0.477270528,0.683402113,0.249173371,0.188175667,0.14159076,0.211279606,1
F5GXE4,Arginyl-tRNA--protein transferase 1 OS=Homo sapiens GN=ATE1 PE=3 SV=1,ATE1,4,8,511,58.093,7.36,1,0.996323677,1.246928644,0.933156447,0.802740675,0.995441137,0.375252628,0.24140789,0.11225472,0.155097483,0.1879971,1
Q9UBE8,Serine/threonine-protein kinase NLK OS=Homo sapiens GN=NLK PE=1 SV=2,NLK,2,10,527,58.246,8.13,1,0.996323677,0.761164195,1.124873195,0.779533013,0.82424881,0.666464008,0.296832921,0.625752996,0.515035765,0.151534336,1
A2A3N6,Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens GN=PIPSL PE=5 SV=1,PIPSL,2,7,862,94.988,5.71,3,0.996323677,1.203176061,0.927518681,0.819904174,0.744584032,0.494020134,0.372686949,0.267150491,0.154330848,0.086692087,1
A8MT02,Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=4 SV=2,SNRPB,3,9,155,14.855,12.09,1,0.996323677,1.143775678,0.893627493,0.886197044,0.937596491,0.751988049,0.556196921,0.352851819,0.294354955,0.236260109,1
K7EM85,Minor histocompatibility antigen HA-1 OS=Homo sapiens GN=HMHA1 PE=2 SV=1,HMHA1,3,6,1163,127.525,6,3,0.996323677,1.000804222,0.891663725,0.750595042,0.608450646,0.273740589,0.127444685,0.085794372,0.060476063,0.058556998,1
H7BY64,Zinc finger protein 511 OS=Homo sapiens GN=ZNF511 PE=2 SV=1,ZNF511,1,4,310,35.145,5.91,2,0.996323677,0.938357652,1.012886789,1.006520613,0.793592703,0.819432969,0.4551307,0.299978012,0.186120193,0.237568494,1
J3KPS0,"DnaJ (Hsp40) homolog, subfamily B, member 12, isoform CRA_c OS=Homo sapiens GN=DNAJB12 PE=2 SV=1",DNAJB12,2,6,409,45.462,9.36,1,0.996323677,1.108087335,0.823015221,0.759776127,0.83290374,0.524901769,0.512016979,0.286964801,0.546935846,0.271287947,1
G3V1T4,Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=4 SV=1,NUP107,3,7,103,11.341,11.39,2,0.996323677,0.879905434,0.823009853,0.639476931,0.413407661,0.403244755,0.279172248,0.214861583,0.202827191,0.195171707,1
B4DQ75,Aspartyl aminopeptidase OS=Homo sapiens GN=DAP PE=2 SV=1,DAP,1,10,204,23.209,9.54,3,0.996323677,1.040854763,0.973552768,1.015160971,1.162484844,0.84607096,0.760984883,0.704625239,0.713879359,0.488355465,1
O15091,Mitochondrial ribonuclease P protein 3 OS=Homo sapiens GN=KIAA0391 PE=1 SV=2,KIAA0391,3,6,583,67.272,8.78,3,0.996323677,0.805930643,0.490730697,0.400758036,0.223091002,0.20663438,0.087011499,0.086994467,0.055376126,0.046252227,2
